0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,imgpath
229,136,-17,16,-19,5,-5,24,86,-77,-43,-27,-35,-67,22,10,0,0,-40,6,-11,28,25,-6,4,16,-15,-30,0,40,-12,-12,13,-5,-18,-29,-6,-25,-7,22,6,-10,20,7,0,11,3,16,25,4,5,11,0,-39,13,-26,-10,36,-8,-14,11,7,-23,18,24,-4,-21,-9,-14,3,-18,-21,11,10,-15,0,4,-17,0,-23,11,-13,0,9,-4,-4,10,-30,9,6,9,8,2,5,0,8,-8,-1,11,-7,0,17,-5,-5,-8,-11,9,-6,-5,-1,6,4,10,-2,29,-2,6,3,-7,-6,-6,-7,2,7,-3,7,0,-5,0,12,-9,0,1,1,-2,-1,3,11,-4,-1,3,0,5,13,1,9,4,-3,-5,14,-8,0,-13,1,-6,-4,4,-13,10,4,11,5,4,1,-5,5,-6,-15,-12,-8,-8,-7,19,3,-9,-5,12,6,1,1,0,2,0,5,-3,5,0,3,-7,-1,8,0,-4,-7,-6,-9,6,0,7,-7,-4,8,4,-4,-8,-13,-6,0,6,-6,3,0,-1,-7,7,-10,2,6,3,8,7,8,2,11,-5,-15,9,6,-16,4,0,3,-7,5,9,3,2,4,12,0,-5,4,0,-3,-8,11,9,-1,4,-1,-7,2,-1,5,3,5,2,-15,8,-7,2,-4,2,11,-6,-2,-3,-6,-1,-7,0,1,-2,-1,3,-5,7,-3,-11,-8,-4,4,0,-13,-7,-5,10,-2,1,-1,8,12,1,1,8,0,0,5,-5,0,-4,-3,6,0,-3,4,2,-2,-4,2,0,0,-1,-2,1,2,0,0,-5,2,-4,2,-2,-6,2,-3,-9,4,-6,1,2,0,2,-3,2,-5,3,-4,2,0,2,1,-1,6,-1,-7,0,3,-5,-2,1,-5,0,-3,-2,6,-1,1,0,-6,0,-1,0,-4,-3,-5,0,-5,3,0,0,5,2,2,6,1,-6,-4,0,-2,3,-6,1,0,-9,-1,-2,3,3,-1,6,3,-3,3,0,2,1,0,2,1,-1,-1,0,-5,0,0,1,1,0,2,-1,-4,1,0,1,6,0,2,5,0,-4,-2,4,0,-2,-2,0,0,1,1,0,0,3,0,-1,-3,0,1,1,0,0,0,0,0,0,static/images/6XUwSY4sv64d.jpg
-116,27,73,-12,-9,25,-20,26,12,3,29,7,-15,-1,9,9,-22,18,-7,4,-6,-2,0,-7,11,12,2,5,-3,-25,-1,-9,-16,-2,0,11,3,-10,-10,4,8,-1,-23,-9,5,0,15,-9,-2,-11,-6,5,-13,-11,0,-4,7,0,0,-13,6,1,1,-9,-2,-1,-12,-2,0,4,12,-2,2,1,-9,-7,5,14,-9,10,3,9,3,3,-5,-4,3,2,5,7,2,-7,0,-7,-6,2,-15,0,1,-8,7,-7,-1,0,1,-3,2,1,2,7,-6,-9,-13,7,-1,10,-4,0,-1,3,-5,-1,-14,1,2,3,5,10,-10,2,1,1,-9,-5,-2,-11,-3,5,13,0,-4,2,3,-3,-7,16,8,1,2,3,-5,-7,0,3,3,4,1,4,1,3,6,-1,7,-6,4,0,7,8,-3,8,-11,-8,1,-4,0,-2,0,-8,8,0,-6,11,0,1,-2,2,13,-10,1,0,11,0,-3,0,5,-8,13,-8,-2,5,0,-5,-1,18,5,2,-5,15,-9,-14,0,3,0,2,-2,7,9,14,-9,3,1,-2,-2,-9,-8,1,0,-5,3,-8,-10,-1,-6,13,-10,0,6,0,-6,0,3,11,-6,-2,4,12,-15,0,6,-1,0,11,-3,-6,1,-8,8,-1,0,-13,-7,3,-12,5,0,-1,-3,2,1,0,7,0,-2,5,-2,-4,0,-6,-16,-4,-1,-6,2,4,2,-8,-5,-1,-1,7,5,-6,0,0,0,-3,-1,-2,-8,6,-4,8,9,6,-6,0,3,5,0,1,3,5,0,1,-4,0,14,-11,-3,0,13,12,-2,0,-10,-8,1,3,-4,2,10,-3,3,-8,-1,1,0,5,2,6,2,-3,6,-14,1,-1,0,3,-7,-6,6,-3,7,2,-1,5,11,1,1,1,-5,3,-4,0,-2,8,-2,15,-10,4,2,15,-5,-12,8,-3,1,-1,-5,7,3,-7,3,-12,0,-1,10,-4,-4,2,3,0,6,3,0,-2,3,-1,7,3,0,-9,0,1,0,-6,2,2,2,5,0,0,2,0,1,-2,5,5,2,-1,1,-2,-2,-2,-3,0,5,2,-2,-4,2,1,-5,0,-3,1,0,0,-2,0,0,0,0,0,0,static/images/70Fg7YxTpm1B.jpg
3,-124,21,-58,-2,-35,4,2,11,-56,-31,32,4,3,1,-5,11,-31,-23,-13,-34,-4,-37,14,7,11,2,4,18,0,-12,0,19,1,2,27,-3,9,-6,4,-16,-21,-1,0,1,6,-15,22,8,-34,-4,-10,18,-2,-23,2,9,5,7,-8,5,19,-7,-37,9,0,11,-20,5,-10,-26,13,-16,-2,-19,-17,-1,2,4,6,-3,-12,-8,5,5,4,-2,-10,11,10,11,0,-13,1,20,-14,-13,13,0,3,0,-8,7,-16,9,2,4,-10,8,5,2,5,3,0,-13,-21,-14,10,3,0,-5,18,-16,6,2,0,3,-8,-11,6,3,11,-2,-12,9,-3,3,16,-8,13,9,-9,-5,-2,2,-9,1,11,1,-5,-3,6,-2,0,-11,15,-6,9,-9,-26,-8,1,1,-14,-3,-10,-6,-3,11,-2,-15,3,1,-6,5,-6,3,0,9,1,-7,-20,-2,-7,-7,0,-3,-3,11,-3,5,4,3,12,-10,-7,7,12,5,2,7,-5,6,-8,-3,-3,8,-2,2,-11,3,7,0,0,1,5,0,-10,8,3,-11,-10,0,-5,5,9,-5,-7,1,8,6,3,-2,12,7,7,3,-3,3,-1,12,16,-2,-11,4,-2,13,-8,-12,4,-2,7,8,-14,-2,-8,-2,-7,-9,4,-5,-4,-5,6,0,0,6,0,-14,0,2,-4,-4,7,-4,-6,1,-10,0,2,3,-10,-1,-8,6,3,8,-3,-3,0,2,-8,5,-2,-13,-1,0,8,4,3,-6,1,-5,2,-5,12,3,-3,8,-2,3,5,1,6,0,1,5,-7,-2,-1,-2,-1,2,-6,1,-3,0,8,0,8,0,4,-10,-3,-3,-6,0,-1,6,0,3,-7,0,6,-7,-2,6,-9,-2,4,2,-1,-2,-2,0,-1,-3,1,-4,-2,0,-1,6,-4,-1,0,-1,-2,1,0,4,2,0,1,-2,2,3,0,1,6,4,-3,1,1,0,3,-5,-1,-2,1,-3,-1,2,0,4,-2,1,4,-3,3,0,2,0,1,-5,2,0,-10,-1,-3,0,1,5,-1,-1,1,1,-2,2,-1,-4,0,0,-1,-1,3,3,1,0,-1,0,1,1,0,0,2,0,-1,0,0,0,0,0,0,0,static/images/71nUJ8ZsMMO3.jpg
80,65,-33,-82,59,-20,7,-11,3,13,9,5,14,37,-29,-43,-35,-5,0,17,37,4,21,-17,-23,12,-12,-9,-48,3,3,1,6,6,42,18,-15,11,24,8,-9,44,-2,18,35,10,-11,-17,-6,0,-13,-32,-12,3,-22,-8,13,22,-2,-26,-3,-2,-20,8,-10,-32,-21,-9,-11,-3,-3,21,1,9,-11,41,3,-10,-2,14,32,-22,6,-4,21,10,16,4,5,18,0,7,0,-8,-21,-9,9,0,13,-15,-6,32,-4,-8,-12,4,2,2,-5,-18,1,-8,-10,-5,-19,7,1,9,-5,3,12,2,-25,-13,5,-21,-16,-21,5,-21,16,-3,6,1,-3,-16,-3,-2,-12,13,-8,6,1,-5,-1,9,-18,-2,9,-13,-2,0,3,-10,1,9,11,-6,21,-24,13,-3,-18,0,13,1,-2,-7,0,-2,-6,-4,-1,1,-3,-5,16,9,15,16,-15,4,9,-9,17,0,-5,8,-1,-4,-12,-8,-4,1,4,-7,1,-11,-4,-6,1,6,1,-4,2,-3,1,1,-2,-11,-2,5,-7,-4,8,0,12,11,5,0,-8,1,-9,3,-10,6,1,2,4,-5,1,-3,0,1,11,11,-7,7,-6,-2,0,3,11,-5,2,0,-2,11,5,11,-1,0,4,5,1,-2,0,1,1,2,1,2,-9,0,-8,-2,-4,8,-4,1,4,-6,2,7,-1,7,-9,-3,1,-4,2,-3,-4,4,-3,-1,2,-6,-4,3,-5,-5,-1,0,2,6,-2,3,2,6,5,-3,2,-2,0,-3,-1,1,-1,-7,-4,-4,-1,2,0,-2,-1,1,0,-1,-1,-2,3,2,-1,0,-2,-4,-3,4,-1,1,-6,2,-2,-3,-3,0,1,-3,5,2,-4,2,7,0,-1,1,2,3,-1,-6,1,2,-1,-3,-2,6,2,-3,4,-2,-2,1,0,0,0,0,-1,0,1,0,1,0,0,-2,2,-2,-3,-1,-2,-2,0,0,-1,-3,0,0,0,0,0,0,-2,0,0,1,1,-2,-1,1,0,0,-3,0,1,0,-1,-2,0,-1,-3,0,0,0,2,-2,0,1,0,-1,-1,-1,-1,0,0,0,-1,0,1,0,-1,0,-2,0,0,0,1,0,1,0,0,0,0,0,0,static/images/729EVsWCt6zC.jpg
255,174,-44,16,-17,-14,-48,45,-12,-16,6,5,-15,21,21,-42,14,-23,-5,10,-30,-23,32,1,26,-7,-21,-33,-17,-9,-4,17,-9,-1,42,-11,7,-15,3,-15,-20,-23,-13,8,-2,-2,-4,-8,-20,-22,5,20,-14,-2,22,5,-13,-7,-2,-4,-12,-6,5,0,8,-13,-11,1,8,-7,-7,7,-3,0,10,12,9,0,-1,13,-3,-7,-6,-4,24,-20,-22,-2,-13,8,-13,7,1,-4,-9,0,-8,19,-7,0,-3,-1,0,10,3,-5,-1,5,-12,-7,3,10,-5,-6,-3,-11,-17,0,2,3,1,6,10,-4,-2,3,-3,-20,3,1,-12,-3,15,4,5,10,8,0,-5,3,-1,-3,-2,8,-2,2,0,3,7,14,17,15,-4,-2,-2,2,-1,4,-11,3,-11,-1,-4,3,8,-7,0,0,-2,1,-1,-5,1,0,6,5,-6,4,-5,1,-12,-1,7,1,12,9,-5,7,-2,1,-2,10,0,6,0,9,-2,1,0,-4,-1,-14,0,4,3,0,0,4,-9,4,-5,3,0,-12,-4,-6,3,-1,-2,-12,3,-5,-3,-4,10,-2,-1,-6,-2,0,0,9,0,-6,0,5,2,10,0,6,2,8,-13,-1,0,4,0,8,4,0,2,-2,3,-13,0,1,-4,-3,4,-2,3,-6,10,8,0,-14,-5,3,0,2,1,5,5,9,8,-5,3,5,2,-1,-2,2,0,-5,6,-7,-6,0,-3,-5,2,5,-6,0,-4,-6,0,1,1,-5,1,1,-2,0,-3,0,0,0,4,1,0,8,2,4,-11,8,0,0,0,6,-5,-4,1,7,3,-10,-8,-4,-3,-5,-2,-1,7,-8,-7,-13,7,9,2,-15,-6,0,-5,-3,0,7,4,0,-2,-4,-12,16,9,-8,-1,-4,0,8,-4,2,-11,2,3,8,-1,-8,-3,0,2,7,4,-2,-2,-4,0,0,-2,-7,-4,-1,6,-4,3,-9,0,-2,-1,1,4,-4,-1,-8,-2,3,2,-4,2,-4,2,2,-3,0,-4,-1,1,4,-6,0,7,2,-7,0,-5,6,2,-1,1,-1,-6,0,4,-2,0,0,-2,4,-3,1,3,-1,0,0,0,-5,0,-3,-2,0,1,0,0,0,0,0,0,static/images/79HLjkkZ73Jw.jpg
-86,64,64,-25,58,-3,32,25,9,26,60,1,22,-43,0,0,-7,-27,55,4,-3,-29,0,15,32,20,6,-11,6,21,-14,0,15,0,-5,1,-2,5,-1,-24,-14,-13,10,4,16,3,-7,10,3,5,-15,-18,14,-6,1,-18,-14,-3,-3,19,-13,13,-9,-6,-7,-1,3,1,10,3,-9,-1,8,10,-2,-12,-1,10,13,-3,-16,13,-19,-5,-10,-6,9,6,16,-3,-6,-15,2,24,16,-24,-10,-7,12,5,-9,6,24,-3,-9,0,-6,7,16,0,20,-12,-20,9,0,6,3,-6,-6,-23,-2,0,-9,-25,0,17,3,-7,14,-8,8,10,8,0,0,0,4,1,-2,10,9,17,7,5,-6,-10,-11,17,1,1,0,-7,6,-8,19,2,9,-1,0,2,1,-1,-2,0,14,-4,6,-7,-3,4,2,-3,14,0,5,3,-12,8,-8,-9,11,18,2,6,16,3,-12,2,0,-15,-4,7,-5,-5,10,0,-3,2,10,2,-7,2,2,-5,-6,-12,6,2,10,-10,-1,-7,-2,-5,-8,0,0,-1,-9,-7,-5,4,2,-10,8,-16,-2,7,-4,-11,10,-12,-5,-6,-16,0,16,-7,0,12,12,13,4,3,3,8,2,4,1,0,5,6,0,1,0,-7,4,0,-10,2,-10,0,2,12,-5,0,-7,-5,0,6,-4,0,0,-4,1,3,-4,14,5,2,-4,-4,4,1,1,2,-2,2,-11,-4,3,-6,-6,13,11,0,-7,1,12,-1,10,2,1,4,-9,0,0,2,10,1,1,-6,2,-2,0,7,3,-3,-2,0,0,0,0,4,0,2,-1,6,2,1,0,0,-1,-10,6,0,6,2,0,3,0,-6,1,8,0,-5,-3,3,0,3,2,-4,1,2,-2,-6,1,5,1,0,-7,-4,-4,3,-9,4,5,-2,1,-1,-7,0,1,0,3,1,-2,-3,-3,2,0,2,-1,8,0,0,1,-4,2,0,0,0,-3,5,0,2,-1,0,-1,0,0,-1,0,0,-2,2,1,3,0,-2,1,1,2,-1,1,2,-1,-1,-2,3,1,0,1,0,0,1,0,-1,-3,4,0,1,-3,1,2,0,0,2,0,0,0,0,0,0,0,static/images/7B1ph8NPw2Ny.jpg
100,-61,3,-36,2,45,-23,-81,55,-57,-8,6,21,20,-4,17,-70,28,0,-2,6,46,10,18,63,-18,42,6,21,0,-21,2,-18,14,39,8,24,-10,17,-33,-21,0,-4,-42,0,14,-13,6,-15,-32,23,14,-8,-2,-15,13,15,-15,0,18,-1,-10,-10,-4,-9,-10,-23,12,21,-5,3,-34,20,-26,8,4,-3,15,-19,-13,-4,17,1,10,-2,23,-1,15,-26,5,-6,18,-11,-19,-4,6,-7,8,29,8,-23,16,16,8,15,-24,0,-15,-5,-6,0,-4,-15,35,3,7,-6,6,-11,22,8,-30,7,-8,-19,-2,2,-10,-7,10,-5,7,23,8,-16,-4,2,2,12,-11,1,4,0,10,2,-16,7,11,11,-11,12,-10,-16,-10,5,-10,2,6,-6,-14,1,-2,-4,-5,-3,5,-14,11,-7,1,-7,0,3,9,2,-18,3,-1,-21,-17,-5,4,-4,-15,10,-6,4,6,-1,-1,12,12,-8,2,0,-5,7,-3,-4,-6,4,-2,9,-6,-14,4,0,-7,1,4,7,15,-1,0,1,-7,1,-2,-1,-2,1,-8,0,0,-3,-3,1,-1,-2,-4,7,-12,6,0,7,0,5,-1,1,2,-5,2,0,-3,3,2,-4,6,0,-8,2,-3,1,7,-7,-1,-2,-1,-7,0,1,4,1,-9,1,1,1,-1,-3,2,5,-2,0,-4,-6,3,0,-4,0,0,0,0,-3,-4,0,-5,8,3,1,0,-2,2,5,0,0,0,0,1,-1,6,8,0,-2,4,0,2,2,1,0,-3,3,3,-3,-1,0,2,-3,2,2,5,-3,4,2,-6,-1,-1,1,0,-5,-2,7,-5,1,0,1,3,0,-4,-4,-2,3,0,0,2,0,0,-5,0,0,3,-1,0,-3,5,0,-1,0,-3,0,0,-3,1,0,1,1,0,0,-1,0,0,0,0,1,-1,-2,0,-2,3,-2,4,2,3,-1,-1,0,0,1,-1,1,3,-1,1,0,0,3,0,0,1,-2,0,1,0,-2,0,0,-2,-1,0,1,-2,1,1,0,1,0,1,-1,0,-1,-2,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,static/images/7Bm03k9oCfFp.jpg
5,-102,5,-60,-16,-28,-25,0,26,-34,-10,17,20,16,2,7,-3,0,2,-8,-18,15,-16,13,20,-3,1,-4,1,10,8,10,8,1,23,4,-21,-8,15,11,4,-22,-10,-2,-19,1,-9,-2,6,-10,-10,1,-5,4,7,12,0,2,-2,-2,0,0,7,-3,-17,5,15,-4,0,1,0,2,-4,3,-5,-6,-1,2,-12,-1,9,1,4,5,6,7,-5,12,4,-3,-6,0,5,3,8,8,-6,8,-16,-8,-1,-6,-7,2,-5,10,-3,-2,5,-2,-1,0,0,-3,-5,-7,-2,-1,6,0,9,-4,-7,2,-11,0,0,-4,3,4,8,5,-4,1,2,-11,3,1,-4,3,3,2,-8,0,-7,1,-1,1,0,-1,3,-2,2,4,1,-1,1,3,-1,3,-5,-2,0,-9,-4,-1,0,0,0,0,-4,-1,0,-6,4,4,0,5,-8,2,2,7,-10,1,2,-3,0,-14,0,0,1,5,-1,6,0,3,-6,7,2,0,-2,4,-2,1,1,-1,0,-2,2,-3,-7,0,5,7,-1,4,-9,4,-2,2,-1,1,-2,4,2,2,-2,0,-1,-2,-2,-1,-2,0,3,-6,-10,0,2,6,1,-3,-1,1,0,4,-6,-1,1,2,5,1,0,7,0,0,-3,-5,-3,0,1,1,-4,-2,-5,-8,-2,-2,-4,2,1,3,7,6,11,8,0,-2,-7,-8,6,-4,1,3,0,2,-11,-9,-2,-1,-2,0,13,3,-2,4,3,3,-1,-2,0,-3,-4,-4,-8,-10,9,-7,4,0,0,4,10,9,15,-4,-2,0,0,2,-16,-1,0,8,0,-4,-2,0,5,7,2,0,-5,7,0,-1,0,0,-4,-5,7,-9,2,-8,-4,6,-9,7,-1,0,-6,-6,5,-1,-8,-3,10,4,8,-8,2,-6,4,-4,0,3,4,2,21,4,-1,0,16,2,4,3,-10,6,7,0,-8,-4,12,-1,0,0,6,6,0,6,0,-2,-1,-7,-4,3,5,-5,0,-2,-3,-6,12,-5,-3,-6,-3,22,0,-2,-1,10,-5,0,1,4,-11,-2,9,-8,4,0,2,-6,-1,-2,0,0,4,0,2,0,5,-4,1,-2,4,0,0,0,0,0,0,0,0,static/images/7f5CCerqzG63.jpg
-110,-28,-25,-51,-50,62,16,-14,-8,16,-2,4,-9,-8,25,4,56,-12,-15,-8,30,-10,17,0,23,28,-15,20,-15,-19,-25,11,2,19,4,-1,-17,-6,24,9,-5,-3,6,0,-6,-8,14,-7,-5,-15,4,12,-19,14,6,-15,-5,3,0,-1,10,11,17,-18,0,-6,2,5,-19,13,14,0,3,6,-19,11,2,13,-8,6,-18,5,21,-5,2,8,7,3,9,-11,-1,13,-17,-1,-1,16,-22,-7,-8,18,-14,11,7,0,5,-4,-6,10,16,8,0,13,-4,-18,6,-7,-2,-13,-6,-10,-2,-18,-11,-12,17,-9,-16,7,-2,-8,-3,-23,2,1,8,8,-26,-12,-10,0,15,-15,31,10,2,-10,13,-3,-5,-10,-7,0,3,-6,4,-4,-4,-6,-11,7,-6,1,-12,-5,-15,3,-13,4,-17,-5,-5,-3,0,-6,-16,0,23,2,9,3,-5,11,-8,-3,-15,-19,-9,10,10,-2,11,6,-13,-4,14,2,12,3,-2,8,23,0,-21,-18,16,27,6,8,0,12,5,2,-4,-8,-10,-4,-3,-5,5,-8,-16,4,4,-9,0,-10,-7,11,0,2,9,9,-9,-1,11,2,5,2,0,-2,7,6,3,5,0,1,-1,-12,0,-6,-1,1,16,-11,3,7,-1,-1,10,0,-5,1,0,-10,4,7,4,-7,5,4,4,2,2,-4,3,-3,0,4,2,-13,1,1,-1,2,-2,-4,-7,4,-6,1,-1,2,2,0,14,7,-5,1,1,-2,-5,-2,-5,0,-5,0,-2,1,2,2,-2,-4,3,-5,7,1,6,-2,1,1,-7,0,0,4,0,1,1,0,-4,-2,1,2,-3,-1,2,-6,-6,0,0,-1,1,-2,0,0,2,0,1,-2,-2,0,-1,0,-1,2,-4,2,-1,-1,0,-3,0,-3,2,1,0,2,2,2,-3,2,1,0,3,-1,-1,0,1,0,-2,-1,0,0,0,-1,-3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,-1,-1,2,0,2,-2,-1,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,static/images/7Fs51kIyfQ2Z.jpg
-106,-23,-79,36,26,13,-37,-8,15,12,-20,11,-53,-20,-35,-31,-11,21,30,-15,-38,9,-31,12,6,-22,-29,-5,-14,1,3,-27,24,15,10,16,40,0,-4,23,13,-13,4,-5,-12,2,14,-11,-19,-9,-23,34,12,-4,1,13,20,4,0,-13,-8,-28,-10,-13,-10,2,2,12,12,25,-11,20,17,6,8,-11,7,-3,4,-2,2,9,2,-3,-26,7,17,19,26,-10,5,2,3,7,-9,-3,15,-13,-8,-15,13,7,-6,12,3,-16,0,2,0,-5,-1,4,-3,-11,10,-15,2,-9,-7,-12,4,-4,-11,11,0,3,-3,1,-7,7,3,13,-1,-2,-10,-19,-12,0,2,3,5,0,-1,-9,-9,0,8,8,-6,-2,0,7,-12,-13,3,-2,-9,5,-4,-4,-9,17,0,19,6,-8,-4,-18,3,-5,-4,2,-1,-10,-14,-10,-7,-4,-14,0,-2,-6,7,1,3,-9,-8,3,4,-3,0,7,-14,-12,-1,-4,-2,-5,-4,-11,-1,20,-10,-5,-1,5,-4,-5,-5,0,9,5,-10,2,5,6,11,-19,-4,-5,11,-5,-12,13,2,1,-14,-10,10,-2,6,2,-2,0,0,-7,2,9,6,-8,10,1,-6,9,9,-8,2,6,1,9,3,11,-1,-3,3,-15,-5,6,-5,15,-2,-9,-1,0,-1,0,-5,-10,-2,0,-11,3,-3,6,-4,-2,3,0,4,3,0,0,1,3,-8,-7,0,7,-6,-1,1,-5,0,-4,1,7,-4,7,-2,4,1,0,3,-15,0,-11,-4,1,-10,12,-7,4,4,0,-3,-3,-2,3,-3,0,-3,-5,-2,-9,-5,-8,-1,1,-5,-5,-6,0,7,7,3,-3,-2,0,-11,-4,-2,3,4,-4,0,-1,0,-1,-4,-2,-1,4,3,0,-7,2,3,1,1,3,-2,-5,-6,0,2,-1,2,0,-4,-3,-3,3,2,-1,-3,-3,-1,5,2,3,0,-1,-2,0,-2,3,0,2,2,-1,2,0,1,2,-6,-2,-1,0,-1,1,0,-1,0,0,-3,2,0,-2,0,0,0,-1,3,1,0,0,0,1,0,2,0,0,0,0,-3,-1,0,0,0,0,1,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,static/images/7I6bw6VZOM4R.jpg
-102,-29,-39,-25,-3,14,-11,-34,9,-6,13,-9,-23,17,-33,-12,21,16,15,-25,0,-7,0,-17,-9,2,-12,-20,-3,1,24,4,14,8,-3,-15,14,20,-2,-12,33,5,-6,17,-5,2,9,28,-7,0,13,-19,7,0,4,4,5,1,-10,3,10,5,9,12,-4,-1,3,-14,-13,-20,15,6,-11,2,4,14,-2,-1,-7,-10,-12,6,6,6,2,9,-9,6,-3,1,-4,-12,4,-11,4,17,0,-1,-8,18,2,2,18,2,-3,-5,8,14,-9,6,0,-12,3,-1,5,-2,0,-6,-8,0,2,11,2,-3,-2,5,10,-8,-8,1,3,-13,-11,6,6,-14,5,-8,-9,-2,5,10,-6,-6,-2,-2,-5,9,0,4,0,-3,8,4,13,12,-1,-9,20,0,33,-6,-3,-1,4,-11,-6,-10,5,0,-5,6,3,10,5,-18,14,-1,-1,-16,6,-6,15,4,2,-6,0,-4,1,5,-1,6,5,11,11,0,15,0,4,-5,-6,9,6,14,6,7,0,0,-12,11,11,9,-5,2,2,6,6,-19,-8,12,-2,1,-6,1,13,-6,0,-8,1,13,-4,4,19,-7,-3,6,17,-15,12,5,-9,-2,-8,5,1,4,-3,-4,3,1,6,1,0,-16,6,4,-3,-1,-6,8,12,-6,-6,0,-12,1,0,10,4,-3,0,4,-6,10,2,1,-10,3,-1,1,-10,11,-1,-1,2,-6,1,0,1,3,8,5,5,-1,6,-4,-12,-2,-7,5,-10,0,-4,4,-8,-3,-1,-8,1,-3,-1,-8,1,-7,8,0,4,-4,1,-3,-2,-6,-7,8,3,-11,10,-5,3,0,11,5,-5,0,2,-6,2,-2,-5,0,1,-9,0,-3,0,-3,0,-3,1,4,4,-7,0,1,4,0,0,0,-3,9,1,5,-3,8,1,-8,1,-7,8,-5,0,0,4,2,0,-3,-1,2,0,2,0,0,-2,-6,-2,3,6,-2,0,-4,-1,4,3,1,4,-1,2,3,2,-3,0,4,0,1,0,2,0,0,2,-1,-2,-3,-2,1,0,0,0,-6,0,-3,1,2,0,0,-2,1,2,3,0,0,0,-2,0,0,0,-2,0,0,1,0,0,0,0,0,0,static/images/7Ms66aND9iRt.jpg
