0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,imgpath
-116,-34,-75,6,-9,41,-19,10,2,50,-35,38,5,-10,7,5,-25,-20,0,-1,-38,18,1,-6,-22,6,-9,4,2,5,-2,2,8,-3,-7,-17,-12,0,5,4,-13,0,11,-25,-7,-13,-7,0,-17,-4,4,-8,20,0,-12,-11,-5,10,7,1,-17,7,11,3,7,0,-12,-2,-10,7,15,2,-2,-13,-1,0,-5,4,-2,-1,9,5,1,1,-4,-9,-6,-26,3,-1,-2,0,12,-12,-5,-6,-1,20,-2,-3,0,2,-5,0,2,0,5,-1,10,-6,19,2,-6,2,-11,0,-10,-5,-6,8,-5,-14,-4,-13,9,-9,7,-9,2,-6,0,-5,-2,1,8,-12,-6,8,0,8,3,6,8,-4,1,7,4,-11,11,-2,-1,-1,0,-5,0,6,-2,7,10,-5,-11,-6,2,-4,2,-18,12,-16,-6,12,-2,-1,-1,7,5,-1,8,3,-7,16,2,-19,1,-1,-6,0,1,-6,11,2,-8,6,-17,-3,2,10,0,-12,-10,2,2,-12,-2,0,7,-9,-11,7,-1,-1,0,8,-8,6,-11,-1,-6,-18,7,24,11,1,4,-4,14,-1,2,9,0,-11,-1,-3,-16,-11,2,-2,2,-13,4,21,-18,4,13,13,-3,-8,-9,3,1,-3,-4,7,6,3,-9,0,-8,1,8,-14,-5,9,5,-11,0,-3,-11,2,-9,-3,-7,3,-15,0,0,0,6,-4,-6,8,-7,-2,-9,13,-14,-2,-1,0,-5,0,8,7,11,-3,-7,-5,-10,1,-5,-4,8,3,-5,-6,3,4,-6,-1,4,7,0,-1,-2,0,-2,2,0,3,-4,-6,-6,4,-5,-10,0,9,0,2,9,0,-5,-2,2,0,0,4,5,2,2,-4,0,-3,6,-9,-7,4,1,1,8,-1,6,-4,-1,-2,2,4,-3,0,0,7,-7,3,5,0,0,6,-1,1,3,0,0,-8,7,-7,-2,-7,4,-4,3,-2,1,0,0,2,-2,-3,-6,-4,0,0,4,-4,1,0,0,1,-1,-2,0,0,0,3,3,-5,1,-1,2,-1,-1,-1,-2,-3,0,4,0,2,0,-1,0,0,0,0,0,0,1,0,0,1,-1,-1,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,static/images/E0E9dc1jy8SJ.jpg
-103,51,114,90,38,11,10,-36,-31,-4,-97,-21,21,14,-16,-15,1,-5,10,7,18,7,0,-16,25,-13,-13,-25,-13,39,12,-36,41,26,-25,15,15,-47,2,-9,-2,0,-17,24,-2,-10,19,-15,2,-8,-1,-9,29,3,-1,17,-13,-9,-13,-15,-8,10,12,-4,7,-2,6,-14,0,4,-6,-12,-1,-2,-33,6,20,11,-9,27,15,0,3,-4,-12,1,-25,0,-12,13,0,-3,-16,-5,-3,7,6,3,-7,5,-5,-8,3,9,5,-1,-6,-2,14,15,-3,2,-12,0,2,1,-3,0,-9,12,1,-4,-9,-5,6,2,-17,7,2,15,2,11,4,1,1,4,8,-7,0,-3,-4,9,2,-16,10,9,-6,9,8,27,-10,5,1,5,15,-4,11,0,0,0,9,0,8,7,-6,7,9,-2,5,0,8,4,-9,1,0,16,-11,-2,-7,-2,-19,10,9,0,-4,-8,7,-16,-6,-9,-8,11,-11,2,-16,1,-4,-4,-8,-12,0,-5,3,-6,-2,6,11,0,-10,-3,-14,-2,-2,-3,5,-6,16,4,11,0,-13,5,5,-2,-3,3,-1,3,-7,9,13,4,3,0,3,0,0,0,7,1,0,-7,1,5,-1,-1,-17,-5,-6,-6,-12,-16,-8,-2,1,-4,0,4,2,-11,-2,-1,3,2,-4,3,7,-1,-10,-2,0,9,-4,1,-3,-4,1,0,6,5,-2,-7,-16,8,1,5,-5,8,10,-4,3,0,-5,3,-1,2,2,7,-2,0,9,8,-9,0,-11,9,6,2,-8,-5,-8,-1,2,-9,7,7,4,-5,0,-2,0,-3,-2,-6,0,0,1,0,-3,0,0,10,2,0,4,0,5,0,0,-1,1,4,1,0,2,1,2,-2,-2,1,2,-4,1,1,1,-4,4,-1,-2,-4,7,-3,-5,0,1,-2,1,3,4,-3,-3,-2,4,-3,1,2,-2,1,0,-4,1,1,4,-1,-4,2,0,-1,1,-2,0,0,0,0,-1,4,-3,0,-2,-1,0,0,1,1,-4,0,-3,-2,5,2,1,-2,0,-4,0,0,0,3,-1,1,-1,0,0,0,0,0,0,4,0,2,1,2,1,1,0,1,0,-1,-1,0,0,0,0,0,0,static/images/e0Kwv0tGdB68.jpg
296,-117,29,80,-77,28,-75,-24,-41,-1,38,5,28,-41,-4,11,9,15,2,33,6,-19,-30,12,-30,25,0,-16,-18,3,-41,-18,-1,0,-4,-7,10,11,-17,-4,18,51,4,17,11,-18,-1,-8,-8,13,-6,5,1,-8,-10,0,11,-6,19,8,-12,8,4,0,6,-7,3,-4,4,5,-1,5,3,-4,-2,2,-6,1,-6,-8,-12,13,8,5,9,-1,2,-2,-10,-1,5,2,-14,6,1,6,0,-6,2,16,8,6,12,-13,13,1,10,-2,8,7,14,5,2,1,-8,0,4,4,9,6,8,0,0,-9,-2,2,5,0,0,0,9,4,-10,-11,-5,5,0,4,-5,0,1,-9,-4,-1,1,7,11,0,4,6,-7,6,0,2,-5,4,0,0,-3,-3,-2,3,4,4,-3,0,-7,-2,-1,-4,-3,2,4,0,3,-10,-1,-1,8,-5,-12,-3,-1,-5,0,4,1,-3,-4,-5,5,4,6,9,-3,-1,-4,1,0,-1,-4,-6,-1,2,-1,0,-3,0,1,2,-2,0,-10,-3,2,-6,3,-3,0,1,5,-3,-2,0,0,-10,4,2,0,0,5,2,-3,-2,3,2,8,5,-4,-2,2,-9,5,2,3,-2,0,5,2,6,0,0,3,0,0,-5,-1,5,4,0,-1,-5,-4,-6,0,1,1,-3,-3,0,2,1,-2,5,1,1,2,3,6,0,1,-5,-1,-1,5,5,-1,4,4,-3,2,3,3,-3,-1,0,-9,-2,-2,-1,1,1,3,0,0,-2,0,-3,-3,1,1,-3,0,-1,-5,3,4,1,-4,1,5,7,3,1,2,-1,-4,1,1,-5,2,3,-6,2,-3,5,-2,-1,-1,1,0,-5,-4,-1,5,-1,0,0,-1,-2,4,2,6,2,4,-4,-5,-3,-2,-3,1,-1,-2,-5,-1,1,0,-3,0,6,2,3,3,-2,3,4,1,-4,0,1,-2,3,-2,0,2,6,5,2,4,-3,4,0,-2,-5,-1,5,6,-8,0,2,-8,1,4,-11,4,-13,-5,5,-1,6,0,5,1,0,0,-2,3,-15,0,3,-3,6,0,3,-5,-12,-2,-7,11,2,9,3,-11,2,21,0,-12,-5,6,0,0,0,0,0,0,static/images/e0p85ehmprt2.jpg
103,115,-46,-34,34,15,-19,10,-74,4,-12,-26,-13,30,-47,-15,-21,-40,-1,-3,-14,5,-34,13,34,0,3,16,-16,-8,-17,26,38,-3,16,-3,7,-2,2,17,0,-35,9,-2,-1,9,-3,-2,21,1,10,-20,-25,-30,4,-4,-1,-2,-4,-12,18,0,-28,-13,9,-19,-20,8,15,13,0,-4,10,-4,24,-1,5,1,4,3,-15,3,17,17,-19,-34,-13,2,3,0,-5,-1,-5,-5,1,0,-6,-14,6,7,32,-9,22,23,-19,-18,15,4,3,13,-8,-4,14,3,4,-1,10,-8,0,5,-22,-3,5,-9,6,14,-9,-16,6,10,-12,-7,-21,-2,-1,1,3,-6,12,-12,-10,-2,3,5,10,-4,-8,-3,7,0,-2,6,12,4,8,-2,4,0,-3,-16,-2,-10,10,2,-7,0,3,-6,5,-1,-7,4,-9,12,-10,0,0,1,-1,7,0,-17,-9,0,-11,-4,-2,-7,-13,5,-11,8,9,13,-6,-6,3,8,-10,-7,-17,4,-11,-9,5,-6,-9,5,9,-9,7,-15,8,7,-7,3,2,7,2,-6,-7,-5,10,1,4,4,-4,-5,3,-6,8,1,0,2,12,-12,-1,-6,-9,14,2,6,0,0,3,-5,-9,9,0,-5,19,-3,0,11,1,-1,-4,0,11,0,1,0,5,-11,-4,-3,3,-4,-4,0,5,7,-2,1,8,0,1,-6,0,0,-6,2,-3,-5,5,0,0,-5,-6,2,-7,-2,-1,-2,6,1,-5,4,1,0,-5,0,3,0,6,2,5,2,7,-6,0,-4,1,-4,0,-7,0,-2,-2,-2,2,-2,-1,-1,8,0,0,-2,-4,5,-1,0,-5,3,0,0,-7,7,-2,0,6,11,-1,-1,2,2,2,-3,-2,3,-3,-4,1,5,1,4,0,3,4,2,1,-4,0,2,-6,1,1,0,-1,0,2,-1,-5,7,4,-1,3,2,-8,5,-6,1,-4,-4,1,-2,-4,0,0,0,-1,3,1,4,2,5,0,0,1,-2,-5,2,3,-1,5,0,2,1,2,0,-1,-1,-1,0,-1,-4,-1,0,0,0,5,2,2,0,0,-1,1,-1,1,0,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,static/images/E64sa3ek6Msb.jpg
-101,29,44,-26,17,-16,-4,44,10,21,23,-27,-10,-35,2,9,-13,-2,14,-11,-11,-26,-4,35,12,1,0,-13,23,-2,16,0,4,7,24,-10,-2,4,-21,23,-2,10,-6,10,-6,4,-9,-3,-14,6,-13,0,0,-5,-6,-10,-2,3,-9,20,-1,-6,5,-8,22,2,-12,5,-6,-7,-9,3,1,16,-9,7,-11,22,-3,-2,-16,-8,-12,-12,-23,12,13,12,14,5,4,5,-6,11,6,-17,11,-1,3,-4,1,12,14,-2,0,11,-9,9,6,-3,-7,0,-12,-2,-5,10,17,-9,11,2,-3,3,-4,-1,-6,-10,9,-1,-5,9,4,6,0,3,-15,0,7,7,0,-11,9,12,3,-4,17,5,-5,5,-10,8,-7,-5,9,-4,2,10,7,-10,-12,0,12,0,-4,1,5,-1,10,8,-12,-12,-14,-19,-1,-3,4,-2,15,0,-6,-5,4,-8,-9,-6,-8,5,5,1,-6,-2,0,11,-7,7,2,-13,-11,0,-5,3,0,6,-2,-2,0,-7,4,0,-1,-4,-4,6,0,-4,0,0,-2,-3,0,-3,-22,-1,-2,-3,4,-3,-1,-12,-1,8,-7,7,-6,1,-1,0,0,5,2,-1,-4,-2,11,-10,-7,9,-3,-4,0,1,-6,-4,1,1,5,0,-15,15,8,-8,6,-4,9,-10,-1,1,4,1,-1,-8,7,1,4,1,-1,3,2,-5,-1,1,-4,0,-3,2,-16,9,2,-3,5,-7,0,-7,1,-6,7,-8,6,1,0,10,4,4,0,0,8,4,-5,1,-4,2,2,-1,7,0,5,-3,-3,11,4,9,-10,7,-13,9,-1,-7,5,3,0,3,-4,-5,0,9,1,7,15,4,4,0,-2,6,8,-1,-1,1,3,-5,-8,-8,-8,6,0,-7,1,-1,1,-6,0,0,1,7,10,8,5,-1,-8,0,2,-1,4,1,-5,6,0,-2,12,-3,1,0,2,-2,-1,-4,2,2,5,6,-4,0,-1,-5,0,2,6,-3,1,4,1,0,-4,-2,0,2,8,0,1,5,0,1,11,1,0,2,-1,3,-3,-3,-2,0,-1,0,-3,3,3,-1,-2,0,0,-1,1,1,2,-2,0,0,1,0,0,0,0,0,0,0,0,static/images/e6G7t82rQMTK.jpg
-112,-10,-13,-12,-46,-19,2,4,-18,6,-9,-30,5,8,-2,10,-16,2,-16,14,-9,4,17,-3,-13,-6,-3,-12,-3,1,5,-8,6,5,-1,10,-7,12,16,-3,4,-11,-8,7,5,0,8,0,12,-8,3,0,0,-3,0,4,0,-2,-3,0,0,-6,-7,-6,-6,-4,-5,7,5,9,1,-2,1,0,-1,-2,-3,-6,-2,1,2,-10,-2,-11,-5,8,1,6,4,14,5,5,2,5,2,-2,1,-5,8,1,0,-2,0,-12,0,1,1,3,-1,-5,6,0,-1,7,4,3,-11,-14,1,-1,-1,2,1,3,-2,3,-19,2,8,0,-9,-4,-1,4,8,6,5,3,-2,-1,-15,3,-5,-3,-3,0,-5,0,2,6,0,-2,6,-9,2,0,0,-1,0,2,2,-12,6,12,-3,10,0,0,3,8,17,-3,-1,-2,3,2,-4,10,1,11,-7,13,0,-9,-2,7,-11,3,13,3,1,-4,-2,-8,-5,7,2,7,9,-4,8,1,-4,-4,-8,5,-3,-1,-1,-9,-4,2,-5,0,5,-9,4,-13,4,6,-9,0,-5,2,-5,0,3,1,7,4,-2,2,11,-9,2,-6,-2,0,3,-6,3,8,-8,-2,1,9,-7,-9,-6,17,5,-1,5,5,0,0,11,0,-2,-1,-11,10,-1,0,-1,6,-4,-1,-5,9,-1,18,-8,0,-3,-2,-1,3,-10,-3,4,0,2,-8,7,5,12,2,-3,11,6,-4,8,-4,-3,0,-5,-12,6,8,-12,14,1,0,4,-2,7,-15,4,-4,0,-13,0,-14,-5,2,0,8,-5,10,0,17,-6,-10,3,3,0,-3,1,-13,0,-7,-1,-7,7,-5,-7,12,-6,0,-3,3,11,-14,-5,4,-8,1,0,-5,-1,3,4,-18,-5,-1,0,1,-1,0,4,11,1,5,4,4,0,-4,0,0,12,-5,0,16,1,3,-1,0,-10,-1,4,9,0,3,5,-3,1,-2,0,3,0,1,0,0,-3,-5,4,7,-11,-3,0,0,4,-8,0,0,0,2,-2,0,0,0,3,2,2,1,-4,-1,1,-1,-1,0,-5,-2,3,0,0,-1,-1,-2,0,0,0,0,0,-1,-3,0,0,0,0,0,0,0,0,static/images/Eb4sbXUC24c7.jpg
-98,17,83,27,-31,23,-6,-11,-15,-32,5,21,-5,15,-17,-6,6,4,-32,-19,0,34,11,-14,-27,0,-20,-16,22,-11,10,27,-9,6,-4,-8,-15,1,22,7,-1,16,5,4,7,11,22,0,2,0,19,11,-5,14,3,4,2,-10,-5,-3,-7,-3,7,-5,0,18,0,7,13,3,-11,-7,-1,0,3,1,-8,0,3,-7,5,-7,0,-2,-6,1,7,3,-11,0,1,9,-1,0,6,-4,-2,-2,-2,4,6,-8,5,-6,-7,-9,-9,-9,3,-3,-1,5,4,5,7,-6,2,-4,-4,0,5,-8,0,-1,3,0,-3,-5,9,-6,0,3,-7,-4,1,-7,2,0,1,7,-6,-10,7,2,-3,-5,-8,5,0,4,2,-1,0,1,2,1,0,-5,-1,0,0,4,-10,8,1,0,-4,-8,1,-8,0,5,6,2,0,-3,-5,-10,10,0,0,4,1,0,0,6,-10,1,5,-5,1,3,6,0,6,-2,1,-3,5,-2,2,-4,-7,1,0,-3,3,7,1,-6,0,0,1,-1,-2,9,-1,-2,0,-16,-1,0,5,-9,0,-4,-4,0,-4,0,-2,0,-4,-1,-6,-4,-1,-3,2,1,-6,0,-4,-2,5,4,1,2,-1,4,-3,4,0,2,6,-4,-2,-2,0,-4,6,0,1,-4,0,0,0,3,3,7,-7,-2,0,5,2,2,1,-2,-6,5,-5,2,1,0,0,0,0,12,1,2,-2,4,8,5,-4,-3,-1,-3,-2,5,6,4,0,2,0,3,-3,5,-1,-1,-3,-5,0,0,3,-3,2,0,2,-3,-1,-2,-3,0,-4,2,-3,0,0,4,-3,0,-5,1,-1,2,0,-2,3,-2,6,5,-5,-2,-2,7,0,-1,-1,-5,-6,3,8,1,0,-3,7,3,1,-4,0,6,-7,6,1,0,-2,2,-3,-3,4,-1,-3,2,0,4,-5,-6,-2,-3,-2,-1,-2,7,0,2,3,7,1,4,-1,-5,1,-1,-7,4,0,-3,-2,-7,8,9,3,3,5,-7,0,-1,-10,6,-6,-2,1,7,3,0,9,-2,0,0,-5,-1,7,8,-11,7,13,-2,-1,11,16,0,19,2,3,18,9,-3,-5,0,0,0,0,0,0,static/images/ED06hb9LKYI3.jpg
-113,41,89,6,0,9,23,0,-2,7,-2,7,21,-20,27,5,7,2,22,15,8,2,-2,56,-20,-20,-7,2,-2,-2,4,2,-13,-11,17,0,5,10,10,-6,16,-2,17,-13,14,14,-11,16,17,1,-17,-2,-4,0,2,-6,-14,5,0,-3,4,-10,-12,7,-9,-1,-9,0,5,0,-1,10,3,-17,3,-11,3,-6,15,0,1,-6,-3,-11,0,-8,2,-7,4,4,-11,8,1,-8,-3,12,-4,-6,-10,-7,-9,-7,12,0,17,6,4,2,-6,-1,-8,-1,-2,-18,-3,8,2,0,-1,-7,11,14,-10,-12,4,-6,15,0,-2,7,-1,-5,4,-3,0,-8,4,12,5,-8,-5,12,10,4,-12,4,1,-4,-7,-8,-8,0,1,2,1,1,1,-4,0,5,-3,-13,10,0,1,-4,9,1,4,3,12,0,-13,-4,-1,-3,-4,-9,-4,-4,3,0,0,-11,-5,5,0,3,-8,-12,3,-3,0,2,-10,4,4,13,-2,-1,0,3,-2,-2,0,-1,2,3,-8,8,-4,10,-5,-4,2,-9,0,4,-9,-7,2,-2,-9,-10,4,-2,5,2,-10,2,-1,-8,-2,-8,6,-5,-1,6,3,6,0,7,-5,0,7,-6,1,11,-4,1,2,12,2,4,0,-5,-6,-1,5,8,-7,3,2,0,-2,3,6,-9,2,-2,6,-3,-2,-1,2,6,-1,4,-6,3,0,5,-9,1,-2,13,0,10,7,0,-1,6,8,8,-2,-1,0,11,4,1,-2,5,3,5,-2,3,0,12,-16,0,4,-9,2,-2,9,9,-1,11,0,-8,0,-3,9,2,6,-4,2,-2,-3,-8,12,9,0,4,-4,-4,-7,14,1,-2,0,5,7,5,-8,-6,3,2,6,13,4,0,2,-13,-2,13,-7,3,-2,2,0,5,0,-6,7,-1,-12,7,6,1,0,1,3,3,5,5,-1,1,4,1,2,1,0,0,-4,0,5,12,-14,12,0,5,3,1,0,4,-4,-4,5,2,2,4,-7,2,-3,-1,-3,-4,0,1,-6,4,-8,0,-4,-2,0,2,0,1,0,2,0,-4,0,3,3,-2,1,0,0,-3,-4,0,1,2,2,-1,-2,0,0,0,0,0,0,static/images/EJ2a7J5o5oqe.jpg
-86,32,137,38,27,46,-4,2,-3,-49,45,39,-38,19,-7,-26,16,-14,-8,25,-4,27,6,-26,-12,-18,8,23,-5,5,-5,6,5,0,-6,-1,4,16,18,17,22,15,36,-6,-4,1,10,-17,4,0,30,3,-1,1,-8,14,2,-17,0,-12,-4,-6,-2,-5,20,12,20,4,-4,-3,-11,-3,-4,-1,13,-5,-10,-13,-1,-5,-5,-17,-15,-4,-1,19,0,5,-11,0,14,1,-5,-2,8,0,7,6,-6,-1,9,-9,12,7,-9,3,0,-8,10,-11,9,5,-9,-10,3,-3,-7,-3,-3,10,1,3,0,12,12,2,-7,-1,7,0,-10,-13,1,-7,6,0,5,1,5,0,-10,-8,-2,-2,1,-5,-6,-4,5,-1,7,-2,0,1,-6,9,15,-1,0,-7,-1,6,-12,2,-8,3,-9,12,-10,-5,-9,-7,10,-2,0,7,3,-7,-4,-4,-8,0,-6,1,10,-2,-7,-7,0,3,-3,5,-2,-10,3,-2,-5,-5,0,-11,-6,-9,1,1,15,-4,-14,-5,-7,-5,0,3,5,-2,-1,-2,2,-1,0,5,-5,-6,4,-10,-2,-5,-8,-3,-3,6,2,3,-5,-15,-7,-11,0,-2,-3,-4,0,10,7,2,9,-2,0,-7,7,2,-11,-4,5,11,3,-11,0,-5,0,0,-7,6,1,0,-3,-1,6,-1,6,-4,4,2,3,7,-2,-12,-14,-14,-9,14,-2,-1,0,0,2,-5,-7,2,6,0,3,6,-9,15,1,-1,3,-5,-2,0,0,-9,5,0,-8,-8,0,-5,-5,-1,-8,7,-5,-3,0,6,-12,6,-3,0,-2,0,-4,7,1,3,0,-1,-2,7,0,4,6,8,0,0,2,5,5,3,-1,-3,1,8,-5,-5,-3,-3,4,-3,13,-3,-1,5,-1,0,1,0,5,2,-11,0,6,-3,0,8,0,-6,1,0,0,-6,-7,2,-3,-4,4,2,-2,-1,6,1,0,4,-3,-1,9,2,0,3,-6,11,-5,5,0,-2,4,1,-4,-1,-5,-2,2,2,-1,2,-1,0,4,7,0,4,1,-2,-1,-7,0,-4,-2,4,2,0,4,-10,-3,0,1,-6,0,-6,-4,-3,-3,-6,-1,-2,0,2,1,0,0,0,0,0,0,static/images/EJHEaK001H3p.jpg
67,134,-18,-9,-53,-82,-41,-42,9,37,22,5,1,10,-10,-9,20,-23,-12,9,-13,-7,17,-7,17,-10,-19,-2,5,-5,-1,17,2,-6,5,-12,15,-9,5,-26,5,15,-3,7,-10,0,-5,-17,0,-11,-11,0,-10,-30,-17,-18,-6,-5,-1,-5,2,8,-2,3,0,1,3,-5,13,2,-3,21,0,0,3,4,5,2,10,6,0,4,-16,-4,0,3,0,9,4,0,-6,-4,4,-6,-11,-9,3,8,7,2,-3,-4,6,4,9,5,-3,5,6,-2,-2,-13,-4,-5,-5,3,12,0,12,3,-3,1,5,-5,6,6,0,0,2,1,7,-5,-4,0,7,-4,1,0,2,2,-13,-5,-3,0,-9,3,-3,-6,-4,-2,2,7,-10,0,1,-4,-10,3,4,-2,-8,1,2,2,5,7,3,-1,-11,3,-6,3,-3,4,4,0,-6,1,13,3,3,6,-3,7,-8,-13,-3,-3,1,-2,1,-6,6,-8,0,-6,8,1,6,3,0,2,-1,4,2,2,-4,-5,5,3,6,0,-5,0,13,4,-1,-5,-2,3,9,-7,-5,7,6,-3,-9,2,-8,-2,3,-2,8,8,8,-1,-5,0,-2,-10,-4,-4,1,1,1,6,-2,0,-5,-7,-2,-4,10,3,1,8,-12,-2,-3,0,1,4,-4,-2,-3,1,9,-1,-1,-4,0,-2,-4,-9,3,-6,-2,-1,-3,6,-2,0,-4,-4,-4,3,3,2,3,0,-4,1,4,7,0,3,-1,-1,5,0,0,0,-2,1,-1,0,0,2,2,3,-3,2,-2,-7,2,4,0,-2,1,3,-5,6,6,-3,-1,0,-2,0,4,5,0,0,1,0,5,1,6,0,2,3,0,-2,2,0,3,-2,0,-2,-4,-9,0,0,-2,2,4,0,1,-2,-5,4,0,0,1,1,0,2,0,1,0,1,0,1,0,-1,0,3,-3,-1,-1,1,0,-1,0,0,1,1,0,4,4,0,0,-1,0,0,0,0,-2,0,-1,-2,0,0,0,1,-2,0,-1,2,0,1,-1,0,-3,2,0,0,0,1,-2,0,1,0,1,0,1,1,0,0,-1,-1,-1,3,1,1,0,0,-1,0,0,0,0,0,0,0,0,static/images/eJk84B1FC4Rb.jpg
-13,-74,-1,-58,-15,-27,23,-10,-21,-7,-2,-2,-11,13,-34,-19,21,4,6,32,-27,6,32,12,-11,1,6,19,-8,4,10,-6,-12,-5,-34,-11,-12,4,-9,0,20,17,5,-3,-2,3,18,-23,4,-5,-7,-16,-11,4,7,-10,8,15,5,-25,-25,1,3,7,-16,-35,2,33,5,-18,-4,12,-12,-16,11,3,8,2,8,16,-13,-15,13,-1,-17,-10,9,-10,19,-7,12,4,3,-9,1,18,-4,24,14,-14,-2,27,10,5,-12,-16,0,-15,5,31,-1,12,-3,7,5,-4,4,6,-11,23,-18,16,13,-18,-12,0,0,20,-1,-13,23,3,-5,-6,6,3,-16,19,1,0,0,22,-3,9,12,-5,-4,13,3,7,8,-4,9,-18,-4,-6,-19,13,-8,-12,5,9,11,13,-18,-2,-11,10,-16,-3,-20,-5,9,10,3,6,9,-5,-9,-4,-4,8,9,-6,7,-8,13,-15,7,-15,0,-10,9,-6,-10,-8,-15,13,2,7,4,0,-10,-2,-6,0,-1,0,5,2,-1,-5,4,-7,-5,0,-5,-1,4,-5,11,1,0,-8,12,-1,12,-1,-1,16,-8,-6,-2,-3,-7,2,2,-6,4,-13,1,0,-7,-1,-2,-7,-3,1,-4,-2,-15,2,0,-9,0,6,1,-1,-9,5,-5,1,8,8,-3,0,0,11,4,8,4,3,6,0,7,0,-4,3,0,5,-3,0,-2,4,-1,-7,1,-3,5,7,-1,3,1,2,4,-4,-3,3,0,0,-1,8,8,-1,2,-3,-1,5,0,2,2,0,-1,8,-1,-2,3,-3,4,-3,2,-1,3,-6,3,1,7,-2,5,4,-1,-6,1,4,2,2,-1,7,-7,-6,4,3,0,1,1,6,4,0,2,-3,-2,-1,2,-4,0,0,1,3,-1,-4,3,-2,0,-5,6,5,4,-2,5,3,-1,-2,2,1,0,1,0,-2,1,1,0,0,0,0,1,0,0,-2,1,1,0,1,-2,2,-1,0,-4,1,0,1,-3,-2,-3,1,0,1,1,2,-2,0,-1,-3,0,1,-1,0,-1,0,1,0,4,0,0,0,1,1,0,-1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,static/images/El1SQq7NX9N4.jpg
